"受訪者編號","訪問年","訪問月","性別","出生民國年","出生月","現居地","住宅種類","上網_高中","上網_大學","學校種類","課程難易度","學校規定與作息","到朋友家過夜","每天幾點鐘要回家","穿著和儀容","生活作息","上網的時間","交男／女朋友","金錢使用","工作選擇","父親目前的健康","向父親說心事","母親目前的健康","向母親說心事","中低收入戶生活補助","重大傷病、傷病醫療補助","生活過得快樂嗎","生活過得好不好","網癮_1","網癮_2","網癮_3","網癮_4","網癮_5","教育排名","出生西元年","年齡"
2011452,2018,2,1,89,5,730,4,10,0,8,2,1,3,3,3,3,3,3,3,3,1,5,2,4,0,0,5,0,NA,NA,NA,NA,NA,1,2000,17
2011462,2018,2,1,83,10,552,7,0,0,12,0,0,2,1,2,3,1,1,1,1,4,5,3,3,0,0,5,0,NA,NA,NA,NA,NA,0,1994,23
2110162,2018,3,1,83,5,807,2,0,0,12,0,0,2,1,1,2,1,2,2,2,3,3,2,3,0,0,6,1,NA,NA,NA,NA,NA,0,1994,23
2203581,2018,2,1,90,5,220,7,3,0,5,2,1,3,3,1,2,3,1,3,1,2,3,2,4,0,0,6,0,NA,NA,NA,NA,NA,1,2001,16
2273341,2018,3,2,89,10,227,2,6,0,8,2,1,1,1,1,1,1,1,1,1,3,5,1,3,0,0,6,0,NA,NA,NA,NA,NA,2,2000,17
2273391,2018,3,2,88,3,204,7,0,10,12,0,0,4,3,2,3,2,4,2,2,3,1,3,1,0,0,5,0,NA,NA,NA,NA,NA,0,1999,19
2273392,2018,3,2,90,4,204,7,4,0,8,1,1,3,3,2,3,3,4,3,1,1,4,1,4,0,0,7,0,NA,NA,NA,NA,NA,1,2001,16
2382211,2018,3,1,86,7,333,7,0,0,6,0,0,4,3,2,3,2,3,2,2,1,3,1,3,0,0,4,0,NA,NA,NA,NA,NA,0,1997,20
2382212,2018,6,2,87,6,333,7,0,0,12,0,0,3,2,1,3,1,3,1,1,1,5,2,3,0,0,5,0,NA,NA,NA,NA,NA,0,1998,20
2382213,2018,6,2,87,6,333,7,0,0,12,0,0,3,1,1,3,1,1,1,2,1,5,2,4,0,0,3,0,NA,NA,NA,NA,NA,0,1998,20
3010083,2018,2,1,84,3,242,8,0,8,14,0,0,1,2,1,1,2,2,2,2,3,4,2,3,0,0,5,0,NA,NA,NA,NA,NA,0,1995,22
3010141,2018,3,2,83,9,247,7,0,0,9,0,0,2,3,1,2,1,2,2,2,3,5,3,5,2,2,4,0,NA,NA,NA,NA,NA,0,1994,23
3010151,2018,2,2,85,9,242,7,0,10,12,0,0,3,3,2,3,1,2,1,1,96,5,3,4,0,0,4,0,NA,NA,NA,NA,NA,0,1996,21
3010192,2018,2,2,87,12,242,7,0,4,13,0,0,2,2,1,2,2,2,2,2,3,4,2,4,0,0,5,0,NA,NA,NA,NA,NA,0,1998,19
3010391,2018,2,2,83,11,242,8,0,0,13,0,0,4,3,3,2,1,3,2,2,3,5,2,5,0,0,6,0,NA,NA,NA,NA,NA,0,1994,23
3010392,2018,3,1,86,11,242,8,0,5,13,0,0,2,1,1,3,3,1,1,1,3,5,3,5,0,0,5,1,NA,NA,NA,NA,NA,0,1997,20
3011181,2018,2,1,89,8,220,8,3,0,8,2,1,2,3,2,3,3,2,3,2,2,5,2,4,0,0,5,0,NA,NA,NA,NA,NA,3,2000,17
3011202,2018,2,1,83,1,300,7,0,9,14,0,0,2,1,3,3,1,3,3,3,2,3,2,2,2,2,5,0,NA,NA,NA,NA,NA,0,1994,24
3011231,2018,2,1,89,2,220,8,5,0,5,2,1,3,2,3,3,1,1,2,3,4,4,2,3,0,0,6,0,NA,NA,NA,NA,NA,1,2000,18
3011411,2018,4,2,90,11,330,8,5,0,6,2,3,4,4,3,3,3,3,3,3,1,4,3,4,0,0,5,0,NA,NA,NA,NA,NA,3,2001,16
3012081,2018,3,2,90,10,300,4,4,0,8,2,1,4,3,2,2,3,4,3,2,2,4,2,3,0,0,7,0,NA,NA,NA,NA,NA,2,2001,16
3013641,2018,4,1,89,5,300,4,10,0,8,2,2,6,3,3,3,3,6,2,1,3,5,3,4,0,0,5,0,NA,NA,NA,NA,NA,2,2000,17
3020185,2018,2,2,90,1,242,7,10,0,8,1,1,4,4,2,3,3,3,1,2,3,4,3,4,0,0,7,0,NA,NA,NA,NA,NA,1,2001,17
3021031,2018,2,2,86,4,220,8,0,7,13,0,0,1,2,1,2,1,1,2,1,3,4,2,4,0,0,6,0,NA,NA,NA,NA,NA,0,1997,20
3021032,2018,1,1,87,11,306,6,0,0,8,0,0,2,2,1,2,1,1,2,2,2,4,3,4,0,0,3,1,NA,NA,NA,NA,NA,0,1998,19
3021171,2018,2,1,87,1,241,2,0,8,12,0,0,2,2,1,1,1,1,1,1,2,5,1,1,0,0,6,0,NA,NA,NA,NA,NA,0,1998,20
3021172,2018,2,2,87,1,241,5,0,6,12,0,0,4,3,1,3,3,3,3,1,2,5,2,3,0,0,3,0,NA,NA,NA,NA,NA,0,1998,20
3021183,2018,4,2,85,4,99,7,0,0,10,0,0,2,2,1,3,3,2,3,2,2,4,2,2,0,0,3,0,NA,NA,NA,NA,NA,0,1996,22
3021282,2018,2,2,85,7,220,7,0,9,12,0,0,3,3,3,3,3,3,3,3,1,4,3,4,0,0,5,0,NA,NA,NA,NA,NA,0,1996,21
3030313,2018,3,1,83,7,108,4,0,0,12,0,0,2,2,2,2,2,2,2,2,3,4,3,4,0,0,7,1,NA,NA,NA,NA,NA,0,1994,23
3031082,2018,3,2,84,4,235,7,0,0,8,0,0,2,3,1,3,1,2,1,2,4,5,96,5,0,0,3,0,NA,NA,NA,NA,NA,0,1995,22
3031191,2018,4,2,84,8,99,8,0,6,13,0,0,2,1,1,2,1,1,1,1,2,4,4,2,0,0,6,0,NA,NA,NA,NA,NA,0,1995,22
3031192,2018,3,2,86,11,231,8,0,5,13,0,0,3,2,1,3,1,2,3,1,1,3,4,2,0,0,5,0,NA,NA,NA,NA,NA,0,1997,20
3031231,2018,3,2,83,5,235,7,0,0,12,0,0,2,2,1,3,2,2,2,1,3,5,3,2,0,0,6,0,NA,NA,NA,NA,NA,0,1994,23
3031232,2018,2,2,85,5,100,7,0,5,12,0,0,3,3,1,2,2,2,2,2,3,5,3,2,2,2,4,0,NA,NA,NA,NA,NA,0,1996,21
3031361,2018,2,2,87,8,235,7,0,3,13,0,0,3,3,3,3,2,3,2,3,3,4,2,4,0,0,3,0,NA,NA,NA,NA,NA,0,1998,19
3031362,2018,2,2,89,11,235,7,3,0,5,2,1,6,3,3,3,3,6,3,2,2,3,2,2,0,0,5,0,NA,NA,NA,NA,NA,2,2000,17
3031421,2018,3,2,84,6,235,7,0,0,12,0,0,3,3,1,1,1,2,2,2,2,3,3,3,0,0,5,0,NA,NA,NA,NA,NA,0,1995,22
3031451,2018,3,2,89,2,235,7,5,0,6,1,1,3,2,2,3,3,4,3,2,2,3,3,2,0,0,7,0,NA,NA,NA,NA,NA,4,2000,18
3040153,2018,2,1,84,2,220,8,0,9,13,0,0,2,2,1,2,2,1,2,3,6,0,3,5,0,0,5,0,NA,NA,NA,NA,NA,0,1995,23
3040263,2018,3,1,83,3,220,8,0,0,12,0,0,2,2,1,2,1,1,2,2,3,4,3,4,0,0,4,1,NA,NA,NA,NA,NA,0,1994,24
3041141,2018,2,1,84,8,235,7,0,0,13,0,0,2,2,3,2,2,2,1,2,2,4,2,4,0,0,6,1,NA,NA,NA,NA,NA,0,1995,22
3041142,2018,2,1,88,4,235,7,0,0,8,0,0,2,3,3,2,2,2,3,3,2,5,3,4,0,0,6,0,NA,NA,NA,NA,NA,0,1999,18
3041372,2018,2,2,88,3,235,7,0,5,12,0,0,3,3,2,3,1,3,4,3,2,5,2,5,0,0,6,0,NA,NA,NA,NA,NA,0,1999,18
3051221,2018,2,2,86,7,234,7,0,4,13,0,0,3,3,4,3,3,2,3,2,3,4,3,3,0,0,7,0,NA,NA,NA,NA,NA,0,1997,20
3051222,2018,2,2,87,12,234,8,0,4,13,0,0,3,3,3,3,3,6,2,3,3,3,2,2,0,0,6,0,NA,NA,NA,NA,NA,0,1998,19
3051271,2018,2,1,90,7,234,8,3,0,5,2,2,6,3,2,3,3,6,3,6,2,5,2,5,0,0,4,0,NA,NA,NA,NA,NA,2,2001,16
3060072,2018,3,1,83,12,231,7,0,5,13,0,0,2,2,2,2,2,3,2,2,3,4,2,4,0,0,6,1,NA,NA,NA,NA,NA,0,1994,23
3060091,2018,2,2,85,8,235,7,0,0,8,0,0,4,4,3,3,2,2,1,3,4,5,4,2,0,0,4,0,NA,NA,NA,NA,NA,0,1996,21
3060092,2018,2,1,86,6,235,7,0,0,8,0,0,4,4,1,3,2,3,3,3,2,4,2,4,0,0,6,0,NA,NA,NA,NA,NA,0,1997,20
3061191,2018,3,2,83,8,300,7,0,0,13,0,0,2,2,2,2,2,2,2,2,3,4,3,3,0,0,6,0,NA,NA,NA,NA,NA,0,1994,23
3061192,2018,3,1,85,5,235,7,0,0,4,0,0,2,2,2,2,2,2,2,2,3,5,2,3,0,0,6,1,NA,NA,NA,NA,NA,0,1996,21
3061451,2018,2,2,83,12,242,7,0,0,12,0,0,2,2,2,3,2,2,3,2,6,0,3,4,0,0,4,0,NA,NA,NA,NA,NA,0,1994,23
3061452,2018,2,2,85,8,242,7,0,4,13,0,0,2,2,1,3,2,1,2,2,6,0,3,2,0,0,5,0,NA,NA,NA,NA,NA,0,1996,21
3061471,2018,3,2,89,11,242,7,4,0,5,2,1,1,1,1,2,3,1,2,1,3,5,3,4,0,0,4,0,NA,NA,NA,NA,NA,3,2000,17
3070282,2018,2,2,83,5,234,7,0,0,5,0,0,4,4,4,4,3,3,3,3,1,3,1,3,0,0,5,0,NA,NA,NA,NA,NA,0,1994,23
3070283,2018,2,1,84,10,402,7,0,0,13,0,0,3,1,2,3,2,2,3,2,1,4,2,4,0,0,6,0,NA,NA,NA,NA,NA,0,1995,22
3071142,2018,3,2,87,4,242,7,0,10,12,0,0,4,3,1,1,1,2,2,2,2,5,3,1,0,0,6,0,NA,NA,NA,NA,NA,0,1998,19
3071173,2018,3,2,83,3,238,7,0,0,6,0,0,1,1,1,1,1,1,1,2,3,4,96,5,2,2,6,0,NA,NA,NA,NA,NA,0,1994,24
3071311,2018,2,2,86,11,242,8,0,6,13,0,0,3,2,2,2,2,3,2,2,3,4,2,3,0,0,5,0,NA,NA,NA,NA,NA,0,1997,20
3071312,2018,2,2,88,4,242,7,0,4,13,0,0,3,3,3,2,1,2,1,1,2,3,2,1,0,0,5,0,NA,NA,NA,NA,NA,0,1999,18
3071313,2018,2,1,89,8,242,8,5,0,5,1,3,3,2,1,2,1,2,2,2,3,3,2,3,0,0,4,0,NA,NA,NA,NA,NA,4,2000,17
3071352,2018,3,2,83,12,242,8,0,0,10,0,0,1,1,2,1,1,2,2,1,6,0,3,3,0,0,5,0,NA,NA,NA,NA,NA,0,1994,23
3160354,2018,2,1,87,10,320,4,0,7,13,0,0,3,3,3,3,3,2,3,2,3,5,3,5,0,0,6,0,NA,NA,NA,NA,NA,0,1998,19
3202291,2018,1,1,87,12,320,7,0,6,13,0,0,2,2,1,1,1,2,2,2,2,4,2,4,0,0,5,0,NA,NA,NA,NA,NA,0,1998,19
3203291,2018,3,1,89,8,320,8,4,0,6,3,1,3,3,1,4,2,2,2,2,2,5,2,5,0,0,5,0,NA,NA,NA,NA,NA,2,2000,17
3262181,2018,2,2,86,3,320,4,0,0,6,0,0,2,2,1,3,1,1,3,1,2,3,2,2,0,0,5,0,NA,NA,NA,NA,NA,0,1997,20
3372131,2018,3,2,89,2,337,4,5,0,6,1,2,3,3,1,2,1,2,2,2,3,4,98,8,0,0,4,0,NA,NA,NA,NA,NA,2,2000,18
3372291,2018,3,1,88,9,328,2,4,0,5,2,1,2,2,2,2,2,2,3,6,1,4,6,0,0,0,5,0,NA,NA,NA,NA,NA,1,1999,18
3372292,2018,2,2,90,3,112,7,4,0,9,2,1,3,3,1,3,1,2,2,3,4,4,2,3,0,0,6,0,NA,NA,NA,NA,NA,2,2001,16
3373201,2018,2,2,89,1,337,4,4,0,6,1,1,4,4,3,3,3,4,3,3,1,5,1,2,0,0,7,0,NA,NA,NA,NA,NA,2,2000,18
4010052,2018,3,2,83,5,338,8,0,6,13,0,0,2,2,2,2,2,2,2,2,2,4,2,3,0,0,5,0,NA,NA,NA,NA,NA,0,1994,23
4010102,2018,3,1,85,1,338,8,0,6,13,0,0,2,2,2,2,2,2,2,2,3,5,3,5,0,0,6,0,NA,NA,NA,NA,NA,0,1996,22
4011081,2018,2,1,85,6,333,2,0,6,13,0,0,1,1,1,1,1,1,2,2,1,5,1,5,0,0,5,0,NA,NA,NA,NA,NA,0,1996,21
4011161,2018,2,1,89,6,435,4,10,0,6,2,1,2,2,4,3,2,1,3,2,3,4,1,1,0,0,7,0,NA,NA,NA,NA,NA,2,2000,17
4011181,2018,2,2,83,1,326,4,0,0,13,0,0,3,3,3,3,2,3,3,3,2,3,2,3,0,0,4,0,NA,NA,NA,NA,NA,0,1994,24
4011182,2018,2,2,85,1,326,4,0,6,13,0,0,4,3,3,3,3,3,2,3,1,4,2,2,0,0,6,0,NA,NA,NA,NA,NA,0,1996,22
4011222,2018,2,2,83,11,717,7,0,5,12,0,0,2,1,1,2,1,1,1,2,3,5,2,5,0,0,4,0,NA,NA,NA,NA,NA,0,1994,23
4011223,2018,2,1,88,6,326,4,0,0,6,0,0,3,3,3,3,3,2,3,3,2,5,2,5,0,0,5,1,NA,NA,NA,NA,NA,0,1999,18
4011251,2018,2,1,84,11,407,7,0,0,5,0,0,2,3,2,3,2,2,2,2,2,5,2,5,0,0,6,0,NA,NA,NA,NA,NA,0,1995,22
4011252,2018,2,1,86,4,326,4,0,3,13,0,0,3,3,1,3,3,1,2,2,2,5,4,5,0,0,6,0,NA,NA,NA,NA,NA,0,1997,20
4011362,2018,2,2,85,3,202,8,0,9,12,0,0,2,1,2,3,3,3,3,2,2,5,2,3,0,0,4,0,NA,NA,NA,NA,NA,0,1996,21
4011363,2018,2,2,87,5,320,7,0,9,12,0,0,2,1,2,2,3,2,2,2,1,3,1,2,0,0,6,0,NA,NA,NA,NA,NA,0,1998,19
4011473,2018,2,1,83,5,320,8,0,0,12,0,0,2,2,2,2,2,2,2,2,1,4,1,4,2,2,5,1,NA,NA,NA,NA,NA,0,1994,23
4021231,2018,3,1,85,5,338,4,0,3,12,0,0,2,2,1,2,2,2,3,2,1,4,1,3,0,0,7,0,NA,NA,NA,NA,NA,0,1996,21
4021232,2018,3,2,83,9,338,4,0,0,12,0,0,2,2,1,2,3,2,1,2,2,5,2,4,0,0,5,0,NA,NA,NA,NA,NA,0,1994,23
4021351,2018,2,2,88,4,330,2,0,5,12,0,0,2,2,1,3,1,2,2,2,2,5,2,2,0,0,6,0,NA,NA,NA,NA,NA,0,1999,18
4021352,2018,2,1,90,10,330,2,5,0,8,2,1,3,3,2,2,3,2,4,2,2,5,2,5,0,0,5,0,NA,NA,NA,NA,NA,1,2001,16
4021402,2018,2,1,90,3,338,8,3,0,5,2,1,2,2,2,2,2,2,2,2,3,4,3,4,0,0,4,0,NA,NA,NA,NA,NA,1,2001,16
4030332,2018,4,1,83,2,950,97,0,0,5,0,0,2,2,1,1,1,1,1,1,3,5,3,5,2,2,7,0,NA,NA,NA,NA,NA,0,1994,24
4031081,2018,2,2,89,10,950,4,4,0,5,2,1,0,3,2,3,3,2,2,2,2,5,2,4,0,0,5,0,NA,NA,NA,NA,NA,3,2000,17
4031183,2018,2,2,85,6,950,2,0,6,13,0,0,3,1,1,2,1,2,1,2,3,4,3,2,0,0,6,0,NA,NA,NA,NA,NA,0,1996,21
4031261,2018,2,2,84,3,950,2,0,0,13,0,0,3,2,3,2,1,1,3,3,2,5,2,4,0,0,6,0,NA,NA,NA,NA,NA,0,1995,22
4031262,2018,3,1,86,1,950,2,0,5,13,0,0,2,2,2,2,2,2,3,3,2,5,3,5,0,0,7,0,NA,NA,NA,NA,NA,0,1997,21
4031471,2018,2,2,88,1,950,2,0,8,12,0,0,3,3,2,2,2,2,3,3,3,4,2,3,0,0,6,0,NA,NA,NA,NA,NA,0,1999,19
4040102,2018,2,2,85,8,100,7,0,5,13,0,0,1,1,1,1,1,1,1,1,2,5,2,4,0,0,3,0,NA,NA,NA,NA,NA,0,1996,21
4040392,2018,2,2,85,1,200,7,0,6,12,0,0,1,1,2,2,1,2,2,2,2,5,2,4,0,0,5,0,NA,NA,NA,NA,NA,0,1996,22
4040432,2018,2,2,86,9,324,4,0,5,13,0,0,3,3,2,3,3,2,3,2,2,3,2,3,0,0,6,0,NA,NA,NA,NA,NA,0,1997,20
4041241,2018,3,1,83,11,950,5,0,0,10,0,0,2,3,1,3,1,1,3,1,3,5,3,4,0,0,7,1,NA,NA,NA,NA,NA,0,1994,23
4041242,2018,4,1,85,12,950,97,0,0,10,0,0,3,3,2,3,1,1,3,6,96,5,3,3,0,0,6,1,NA,NA,NA,NA,NA,0,1996,21
4041251,2018,3,2,88,11,950,4,2,0,8,2,1,4,1,1,1,2,2,1,1,2,5,2,1,0,0,6,0,NA,NA,NA,NA,NA,2,1999,18
4041372,2018,4,1,87,6,520,97,0,0,8,0,0,1,3,1,3,1,2,3,1,3,5,3,5,6,6,5,0,NA,NA,NA,NA,NA,0,1998,19
4041412,2018,3,1,87,5,950,8,0,7,13,0,0,2,2,1,3,3,1,2,1,4,5,3,3,0,0,6,0,NA,NA,NA,NA,NA,0,1998,19
4041413,2018,3,2,90,9,950,4,4,0,5,1,1,3,1,1,1,1,1,1,1,3,5,3,5,0,0,6,0,NA,NA,NA,NA,NA,3,2001,16
4041493,2018,3,2,85,7,950,4,0,0,8,0,0,3,1,1,1,1,2,1,1,6,0,2,3,2,2,7,0,NA,NA,NA,NA,NA,0,1996,21
4082321,2018,2,2,90,4,408,4,4,0,8,2,1,4,4,2,3,3,4,3,3,1,2,1,2,0,0,7,0,NA,NA,NA,NA,NA,1,2001,16
4082471,2018,4,2,88,3,414,8,0,0,12,0,0,3,3,3,3,2,2,3,3,3,4,1,3,1,1,5,0,NA,NA,NA,NA,NA,0,1999,19
4120164,2018,3,1,85,3,220,7,0,4,13,0,0,3,3,1,2,3,2,3,2,6,0,2,4,2,1,4,0,NA,NA,NA,NA,NA,0,1996,22
4142441,2018,2,1,89,11,432,4,10,0,8,2,2,4,3,1,2,1,1,2,4,3,5,3,4,0,0,6,0,NA,NA,NA,NA,NA,1,2000,17
4202441,2018,2,1,86,3,420,2,0,6,13,0,0,3,3,4,4,3,3,3,3,3,4,2,4,0,0,6,0,NA,NA,NA,NA,NA,0,1997,20
4202442,2018,2,2,89,1,420,9,4,0,6,2,2,4,3,3,3,3,6,3,6,3,4,3,3,0,0,5,0,NA,NA,NA,NA,NA,3,2000,18
4273312,2018,2,1,85,2,427,2,0,0,8,0,0,2,2,1,3,2,2,2,1,2,4,2,2,2,2,5,0,NA,NA,NA,NA,NA,0,1996,22
5010124,2018,2,1,87,2,231,8,0,6,12,0,0,4,3,4,3,3,3,3,3,3,4,1,4,0,0,7,0,NA,NA,NA,NA,NA,0,1998,20
5010171,2018,2,2,83,11,261,7,0,10,14,0,0,4,3,2,3,2,4,3,3,3,4,3,3,0,0,4,0,NA,NA,NA,NA,NA,0,1994,23
5010172,2018,2,2,88,11,261,8,5,0,8,1,1,3,2,3,3,3,3,3,3,1,4,3,3,0,0,7,0,NA,NA,NA,NA,NA,3,1999,18
5010173,2018,2,1,90,12,261,4,6,0,5,2,2,2,2,3,2,1,1,2,2,3,4,4,2,0,0,5,0,NA,NA,NA,NA,NA,3,2001,16
5010222,2018,2,1,83,9,110,7,0,0,12,0,0,3,3,2,3,3,2,3,2,2,4,2,3,0,0,5,1,NA,NA,NA,NA,NA,0,1994,23
5011051,2018,2,2,86,8,261,4,0,5,12,0,0,3,3,3,3,2,2,2,3,2,4,3,3,0,0,6,0,NA,NA,NA,NA,NA,0,1997,20
5011052,2018,2,1,88,7,261,4,0,0,8,0,0,4,3,2,3,2,2,3,3,3,4,2,4,0,0,6,0,NA,NA,NA,NA,NA,0,1999,18
5011053,2018,2,2,90,12,261,4,6,0,8,2,1,4,3,3,3,3,6,3,3,2,2,2,3,0,0,5,0,NA,NA,NA,NA,NA,3,2001,16
5011062,2018,2,2,86,6,260,4,0,4,13,0,0,2,2,1,1,1,1,3,2,2,5,2,5,1,2,7,0,NA,NA,NA,NA,NA,0,1997,20
5011291,2018,1,2,88,4,320,4,0,4,13,0,0,3,4,2,4,2,1,2,2,1,4,1,3,0,0,7,0,NA,NA,NA,NA,NA,0,1999,18
5020262,2018,2,1,88,10,261,2,6,0,5,3,1,2,2,1,2,2,3,1,2,3,3,3,4,0,0,6,0,NA,NA,NA,NA,NA,2,1999,18
5020493,2018,2,2,84,9,261,7,0,7,12,0,0,3,3,2,3,3,3,3,3,3,5,3,3,0,0,7,0,NA,NA,NA,NA,NA,0,1995,22
5021041,2018,2,2,88,4,261,8,0,9,12,0,0,2,3,2,2,2,2,3,2,4,5,4,5,2,2,5,0,NA,NA,NA,NA,NA,0,1999,18
5021042,2018,2,1,89,3,261,4,0,0,4,0,0,2,1,1,2,1,2,2,2,3,3,2,3,0,0,5,0,NA,NA,NA,NA,NA,0,2000,17
5021151,2018,1,1,90,6,261,2,4,0,8,2,2,4,3,3,2,2,2,2,2,2,5,2,4,0,0,5,0,NA,NA,NA,NA,NA,2,2001,16
5021171,2018,1,1,89,12,261,2,9,0,9,1,1,2,2,2,2,2,2,2,2,3,5,3,3,0,0,6,0,NA,NA,NA,NA,NA,4,2000,17
5021392,2018,2,1,84,4,261,4,0,0,6,0,0,1,1,1,1,1,1,1,1,4,4,3,4,0,0,6,0,NA,NA,NA,NA,NA,0,1995,22
5021393,2018,2,1,86,6,261,7,0,6,13,0,0,1,1,1,1,1,1,2,1,3,3,3,3,0,0,7,0,NA,NA,NA,NA,NA,0,1997,20
5021401,2018,2,2,90,11,261,4,10,0,8,2,2,4,3,1,4,3,0,2,0,2,2,3,2,0,0,6,0,NA,NA,NA,NA,NA,2,2001,16
5021411,2018,2,2,90,1,261,4,1,0,5,2,1,3,3,2,2,3,4,1,2,2,2,3,2,0,0,6,0,NA,NA,NA,NA,NA,3,2001,17
5021422,2018,1,2,84,5,262,7,0,0,12,0,0,3,3,3,3,3,3,3,3,2,5,2,3,0,0,3,0,NA,NA,NA,NA,NA,0,1995,22
5021423,2018,1,2,88,3,231,4,0,8,12,0,0,3,4,2,3,2,3,2,1,3,5,3,4,0,0,5,0,NA,NA,NA,NA,NA,0,1999,18
5021581,2018,1,1,89,7,261,2,5,0,8,1,1,3,4,1,1,1,1,1,1,2,5,2,5,0,0,5,0,NA,NA,NA,NA,NA,1,2000,17
5021601,2018,1,1,85,3,261,4,0,0,8,0,0,1,1,1,2,2,1,1,1,1,5,1,5,0,0,7,1,NA,NA,NA,NA,NA,0,1996,21
5021602,2018,1,1,86,5,261,4,0,0,8,0,0,1,1,1,1,1,1,1,1,2,5,2,3,0,0,7,0,NA,NA,NA,NA,NA,0,1997,20
5120594,2018,3,2,88,5,223,4,0,7,13,0,0,3,3,2,3,3,4,1,1,2,2,2,3,0,0,4,0,NA,NA,NA,NA,NA,0,1999,18
5133431,2018,2,1,88,10,513,2,2,0,5,2,1,3,3,3,3,3,3,3,3,6,0,1,4,0,0,7,0,NA,NA,NA,NA,NA,2,1999,18
5142261,2018,3,2,88,4,514,7,5,0,9,2,2,8,3,2,3,3,8,3,3,2,4,2,1,0,0,5,0,NA,NA,NA,NA,NA,2,1999,18
5142262,2018,2,1,90,9,514,2,4,0,8,3,2,0,3,3,3,3,3,3,3,1,5,1,5,0,0,6,0,NA,NA,NA,NA,NA,1,2001,16
5142381,2018,1,1,83,10,514,99,0,0,13,0,0,1,1,1,1,1,1,1,1,96,5,3,5,0,0,4,1,NA,NA,NA,NA,NA,0,1994,23
5142383,2018,1,2,85,11,433,7,0,5,12,0,0,2,2,1,3,3,2,2,2,3,5,3,5,0,0,5,0,NA,NA,NA,NA,NA,0,1996,21
5143011,2018,2,1,85,9,514,3,0,0,8,0,0,2,3,1,1,2,1,1,1,2,5,3,5,0,0,7,0,NA,NA,NA,NA,NA,0,1996,21
5143341,2018,2,2,87,12,710,3,0,0,8,0,0,2,2,2,2,2,2,2,2,2,5,2,4,2,1,5,0,NA,NA,NA,NA,NA,0,1998,19
5143342,2018,2,1,89,3,316,9,0,0,8,0,0,1,1,1,1,1,1,1,1,2,5,96,5,0,0,4,0,NA,NA,NA,NA,NA,0,2000,17
5572091,2018,2,1,89,7,557,2,10,0,6,2,1,4,4,1,3,2,6,1,1,3,5,3,5,0,0,4,0,NA,NA,NA,NA,NA,3,2000,17
5573191,2018,2,1,90,11,640,4,7,0,5,2,1,2,3,1,2,3,1,2,1,1,5,1,5,0,0,6,0,NA,NA,NA,NA,NA,2,2001,16
5573231,2018,2,2,89,10,557,7,7,0,6,1,3,4,3,2,3,3,3,2,1,2,5,2,2,0,0,5,0,NA,NA,NA,NA,NA,3,2000,17
6010023,2018,2,2,84,1,505,2,0,6,12,0,0,3,3,2,3,3,2,3,2,2,5,3,4,0,0,4,0,NA,NA,NA,NA,NA,0,1995,23
6010235,2018,2,2,83,3,330,8,0,0,8,0,0,3,2,1,1,1,3,1,2,4,5,3,2,0,0,7,0,NA,NA,NA,NA,NA,0,1994,23
6011102,2018,2,1,84,5,640,4,0,0,13,0,0,2,3,2,3,2,2,2,2,3,4,3,3,0,0,6,1,NA,NA,NA,NA,NA,0,1995,22
6011223,2018,2,1,88,7,407,8,0,5,12,0,0,3,3,2,2,2,2,2,2,96,5,2,3,0,0,7,0,NA,NA,NA,NA,NA,0,1999,18
6011291,2018,3,2,90,6,637,7,3,0,5,2,2,3,4,1,3,3,3,2,2,2,2,2,2,0,0,5,0,NA,NA,NA,NA,NA,2,2001,16
6011441,2018,3,2,84,8,303,7,0,0,12,0,0,2,2,1,3,2,1,2,2,2,4,2,2,0,0,4,0,NA,NA,NA,NA,NA,0,1995,22
6011442,2018,3,1,87,4,600,8,0,5,12,0,0,3,1,2,3,3,2,2,1,3,5,3,5,0,0,6,1,NA,NA,NA,NA,NA,0,1998,19
6011491,2018,3,2,88,3,637,4,0,0,8,0,0,2,2,1,2,2,2,2,2,2,3,2,2,0,0,6,0,NA,NA,NA,NA,NA,0,1999,19
6011531,2018,3,2,85,12,821,8,0,8,12,0,0,2,2,2,2,2,2,2,2,2,5,2,4,1,2,7,0,NA,NA,NA,NA,NA,0,1996,21
6011532,2018,4,1,88,2,637,7,0,10,13,0,0,3,2,1,2,2,2,2,2,3,5,3,4,0,0,7,0,NA,NA,NA,NA,NA,0,1999,19
6011533,2018,3,1,89,10,637,3,6,0,8,3,3,4,3,2,3,2,2,3,2,4,5,4,5,0,0,4,0,NA,NA,NA,NA,NA,2,2000,17
6020083,2018,3,2,83,5,600,8,0,0,12,0,0,4,3,2,3,3,3,3,3,2,4,3,2,0,0,6,0,NA,NA,NA,NA,NA,0,1994,23
6020294,2018,2,2,85,6,732,4,0,0,8,0,0,1,1,1,3,3,3,4,2,3,4,3,4,0,0,4,0,NA,NA,NA,NA,NA,0,1996,21
6021011,2018,2,2,83,12,622,1,0,0,8,0,0,4,3,2,2,1,3,3,1,2,4,4,1,0,0,7,0,NA,NA,NA,NA,NA,0,1994,23
6021021,2018,2,2,89,9,732,2,4,0,5,2,1,1,2,1,2,1,1,1,2,2,3,3,3,0,0,5,0,NA,NA,NA,NA,NA,3,2000,17
6021022,2018,2,1,90,9,732,2,2,0,5,2,2,1,1,1,1,2,1,1,1,3,4,3,3,0,0,6,0,NA,NA,NA,NA,NA,3,2001,16
