"受訪者編號","訪問年","訪問月","性別","出生民國年","出生月","現居地","住宅種類","上網_高中","上網_大學","學校種類","教育排名_2018_2020","課程難易度","學校規定與作息","到朋友家過夜","每天幾點鐘要回家","穿著和儀容","生活作息","上網的時間","交男／女朋友","金錢使用","工作選擇","父親目前的健康","向父親說心事","母親目前的健康","向母親說心事","中低收入戶生活補助","重大傷病、傷病醫療補助","生活過得快樂嗎","生活過得好不好","網癮_1","網癮_2","網癮_3","網癮_4","網癮_5","高等教育排名_2022","大學教育排名_2022"
8050281,2018,3,2,86,7,320,4,0,8,13,0,0,0,4,3,4,3,3,3,3,2,1,4,2,2,0,0,6,6,NA,NA,NA,NA,NA,NA,NA
8051051,2018,2,2,84,11,600,7,0,5,13,0,0,0,2,3,1,3,1,2,2,2,2,4,2,4,0,0,5,5,NA,NA,NA,NA,NA,NA,NA
8051052,2018,2,1,87,9,600,7,0,4,13,0,0,0,3,1,2,2,2,1,2,1,2,4,2,4,0,0,6,5,NA,NA,NA,NA,NA,NA,NA
8051141,2018,2,1,86,9,320,8,0,5,13,0,0,0,3,3,2,3,3,2,2,2,2,3,2,2,0,0,6,5,NA,NA,NA,NA,NA,NA,NA
8051251,2018,2,2,85,10,621,8,0,9,13,0,0,0,2,2,1,3,3,1,2,2,2,4,2,4,0,0,6,6,NA,NA,NA,NA,NA,NA,NA
8051252,2018,2,1,90,8,621,4,5,0,8,2,2,1,4,4,3,4,4,6,4,2,1,5,1,5,0,0,7,7,NA,NA,NA,NA,NA,NA,NA
8051301,2018,2,1,86,10,701,8,0,4,13,0,0,0,1,2,2,2,3,2,2,2,2,4,2,4,0,0,6,6,NA,NA,NA,NA,NA,NA,NA
8051302,2018,2,1,88,10,600,4,4,0,5,4,2,1,3,2,3,3,3,2,2,2,2,4,2,4,0,0,6,4,NA,NA,NA,NA,NA,NA,NA
8051311,2018,2,1,90,10,600,4,3,0,8,2,2,2,3,3,1,3,3,1,3,3,2,3,1,3,0,0,6,7,NA,NA,NA,NA,NA,NA,NA
8051371,2018,2,1,86,9,622,7,0,0,8,0,0,0,2,2,1,1,1,1,1,1,3,5,3,5,0,0,6,6,NA,NA,NA,NA,NA,NA,NA
8051372,2018,2,1,88,5,600,8,0,0,8,0,0,0,2,1,1,1,1,1,2,2,4,5,4,5,2,2,5,5,NA,NA,NA,NA,NA,NA,NA
8072491,2018,2,1,89,3,807,7,4,0,6,2,2,1,3,3,3,3,3,3,4,2,3,5,3,5,0,0,5,5,NA,NA,NA,NA,NA,NA,NA
8072492,2018,2,1,90,9,807,96,3,0,6,2,2,2,3,3,2,1,1,1,3,3,3,5,2,5,0,0,5,4,NA,NA,NA,NA,NA,NA,NA
8130663,2018,2,1,85,1,406,8,0,6,13,0,0,0,3,2,2,3,1,3,3,2,1,3,4,4,0,0,6,7,NA,NA,NA,NA,NA,NA,NA
8202471,2018,2,1,90,11,820,8,0,0,4,0,0,0,3,3,2,4,4,2,3,2,2,5,1,5,0,0,5,5,NA,NA,NA,NA,NA,NA,NA
8203151,2018,2,2,85,11,500,2,0,5,13,0,0,0,3,2,2,2,2,2,2,2,3,3,3,2,0,0,7,7,NA,NA,NA,NA,NA,NA,NA
8203152,2018,2,1,90,12,820,4,3,0,8,4,1,1,3,3,2,2,2,2,2,2,2,5,2,5,0,0,5,6,NA,NA,NA,NA,NA,NA,NA
8303041,2018,2,2,88,6,830,8,0,10,12,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,0,5,4,NA,NA,NA,NA,NA,NA,NA
8303361,2018,2,1,87,5,830,8,0,0,4,0,0,0,2,2,1,2,1,2,1,2,2,5,96,5,0,0,5,5,NA,NA,NA,NA,NA,NA,NA
9010152,2018,2,1,84,5,330,2,0,0,12,0,0,0,3,3,3,2,2,2,2,2,3,5,3,4,0,0,7,7,NA,NA,NA,NA,NA,NA,NA
9010252,2018,2,1,85,9,114,7,0,10,12,0,0,0,2,2,1,1,1,2,1,2,3,5,3,5,0,0,6,6,NA,NA,NA,NA,NA,NA,NA
9010431,2018,2,2,83,1,115,8,0,6,14,0,0,0,1,2,1,3,2,1,3,2,2,4,2,4,0,0,5,5,NA,NA,NA,NA,NA,NA,NA
9010432,2018,1,2,85,7,115,7,0,6,13,0,0,0,2,1,1,2,1,1,1,1,2,3,2,3,0,0,5,7,NA,NA,NA,NA,NA,NA,NA
9010433,2018,1,1,86,12,115,7,0,6,12,0,0,0,3,2,2,3,2,1,2,2,2,4,2,3,0,0,5,5,NA,NA,NA,NA,NA,NA,NA
9011051,2018,2,1,87,2,100,7,0,7,13,0,0,0,2,1,1,3,1,1,1,1,1,5,1,3,0,0,5,6,NA,NA,NA,NA,NA,NA,NA
9011571,2018,2,1,85,1,234,8,0,5,13,0,0,0,2,3,2,1,1,2,3,6,3,3,3,3,0,0,5,4,NA,NA,NA,NA,NA,NA,NA
9011572,2018,2,1,86,1,234,7,0,0,10,0,0,0,2,2,3,3,3,2,2,1,2,4,1,3,0,0,6,6,NA,NA,NA,NA,NA,NA,NA
9020203,2018,2,2,83,1,115,7,0,0,13,0,0,0,3,3,3,3,2,3,3,3,3,4,3,2,2,2,4,5,NA,NA,NA,NA,NA,NA,NA
9020262,2018,2,1,84,8,115,7,0,9,13,0,0,0,2,3,1,3,2,2,2,2,3,5,3,4,0,0,5,5,NA,NA,NA,NA,NA,NA,NA
9020302,2018,3,2,84,4,115,8,0,0,12,0,0,0,1,1,1,1,1,1,1,1,3,5,3,1,0,0,4,4,NA,NA,NA,NA,NA,NA,NA
9021182,2018,3,1,90,9,100,7,5,0,5,2,2,1,2,1,2,3,2,1,2,3,1,4,1,4,0,0,6,6,NA,NA,NA,NA,NA,NA,NA
9030013,2018,2,1,88,11,114,8,3,0,8,3,1,2,2,3,2,3,2,2,3,3,2,4,2,4,0,0,6,6,NA,NA,NA,NA,NA,NA,NA
9030111,2018,2,2,84,1,114,7,0,0,13,0,0,0,3,2,1,2,2,2,2,1,2,3,2,3,0,0,5,5,NA,NA,NA,NA,NA,NA,NA
9030131,2018,2,2,85,3,114,7,0,7,13,0,0,0,3,4,1,3,3,3,3,2,2,5,2,4,0,0,5,5,NA,NA,NA,NA,NA,NA,NA
9030132,2018,2,2,90,12,114,7,5,0,5,3,2,2,4,4,3,3,3,6,3,6,3,5,3,4,0,0,6,6,NA,NA,NA,NA,NA,NA,NA
9030183,2018,2,2,83,3,114,4,0,0,13,0,0,0,3,3,3,3,1,2,1,3,4,4,3,4,0,0,5,7,NA,NA,NA,NA,NA,NA,NA
9030222,2018,2,1,83,3,300,8,0,4,13,0,0,0,2,2,2,3,2,2,3,2,2,4,2,4,0,0,5,5,NA,NA,NA,NA,NA,NA,NA
9030332,2018,2,2,83,12,114,7,0,0,12,0,0,0,3,3,1,1,1,2,2,2,6,0,3,4,0,0,6,6,NA,NA,NA,NA,NA,NA,NA
9031031,2018,2,2,85,1,114,8,0,0,5,0,0,0,3,3,3,3,3,6,3,3,2,3,2,3,0,0,5,6,NA,NA,NA,NA,NA,NA,NA
9031141,2018,2,1,85,7,115,7,0,0,8,0,0,0,2,1,1,1,1,2,2,1,2,4,2,5,0,0,5,4,NA,NA,NA,NA,NA,NA,NA
9031142,2018,2,1,88,6,115,7,0,3,12,0,0,0,1,1,2,2,1,1,1,1,2,5,2,5,0,0,5,5,NA,NA,NA,NA,NA,NA,NA
9031143,2018,2,2,89,9,115,7,7,0,8,2,2,2,4,3,2,3,1,4,3,3,2,4,2,4,0,0,5,6,NA,NA,NA,NA,NA,NA,NA
9031191,2018,2,1,83,11,251,7,0,0,13,0,0,0,2,2,1,2,2,2,3,2,3,4,2,4,0,0,6,6,NA,NA,NA,NA,NA,NA,NA
9031192,2018,2,1,85,10,251,7,0,8,12,0,0,0,3,1,3,4,4,1,1,4,3,4,3,4,0,0,5,4,NA,NA,NA,NA,NA,NA,NA
9031351,2018,3,1,85,12,115,7,0,4,13,0,0,0,2,3,1,3,3,2,1,2,1,3,1,3,0,0,6,6,NA,NA,NA,NA,NA,NA,NA
9031352,2018,4,2,89,2,201,7,3,0,5,3,1,1,1,2,1,3,3,1,1,3,2,5,3,1,0,0,5,4,NA,NA,NA,NA,NA,NA,NA
9040082,2018,2,1,84,4,114,7,0,3,13,0,0,0,3,3,2,3,2,2,3,3,3,5,3,4,0,0,5,5,NA,NA,NA,NA,NA,NA,NA
9040452,2018,2,1,85,8,114,7,0,5,13,0,0,0,1,2,1,2,1,2,2,2,2,4,2,4,0,0,5,5,NA,NA,NA,NA,NA,NA,NA
9041021,2018,2,1,86,1,221,8,0,4,12,0,0,0,2,2,2,3,2,1,2,2,1,4,1,4,0,0,5,5,NA,NA,NA,NA,NA,NA,NA
9041022,2018,2,2,88,7,221,8,0,6,13,0,0,0,4,3,2,3,3,2,2,2,2,4,2,4,0,0,5,5,NA,NA,NA,NA,NA,NA,NA
9041231,2018,3,1,90,3,338,8,3,0,5,3,2,1,3,3,2,3,3,2,3,3,1,2,1,2,0,0,6,6,NA,NA,NA,NA,NA,NA,NA
9041342,2018,2,2,83,3,115,7,0,0,12,0,0,0,4,3,1,3,1,2,2,2,2,3,2,2,0,0,5,5,NA,NA,NA,NA,NA,NA,NA
9051131,2018,3,2,87,7,807,8,0,4,12,0,0,0,4,4,3,3,3,2,3,2,2,5,4,5,0,0,5,5,NA,NA,NA,NA,NA,NA,NA
9051281,2018,2,2,84,3,221,8,0,0,12,0,0,0,2,2,1,1,1,1,1,1,2,5,2,5,0,0,5,5,NA,NA,NA,NA,NA,NA,NA
9051282,2018,2,1,89,11,221,8,2,0,8,4,1,1,2,1,1,2,2,2,2,2,3,5,3,4,0,0,5,5,NA,NA,NA,NA,NA,NA,NA
9051431,2018,3,2,86,2,99,5,0,10,13,0,0,0,3,2,1,2,2,1,3,2,2,4,2,3,0,0,5,5,NA,NA,NA,NA,NA,NA,NA
9051432,2018,3,1,88,2,99,5,10,0,5,3,1,1,2,2,1,1,1,1,1,1,2,5,2,4,0,0,7,7,NA,NA,NA,NA,NA,NA,NA
9051511,2018,2,2,86,8,114,7,0,7,12,0,0,0,2,2,1,3,2,1,2,2,1,5,1,2,0,0,5,5,NA,NA,NA,NA,NA,NA,NA
9051512,2018,2,2,90,4,114,7,10,0,5,3,2,2,3,2,3,3,4,3,2,2,2,5,3,5,0,0,5,5,NA,NA,NA,NA,NA,NA,NA
9060053,2018,2,2,84,4,100,7,0,0,12,0,0,0,3,4,2,3,1,2,4,2,1,3,2,5,0,0,6,6,NA,NA,NA,NA,NA,NA,NA
9060283,2018,3,1,84,3,100,7,0,0,13,0,0,0,1,1,1,1,1,1,1,2,2,5,2,5,0,0,4,5,NA,NA,NA,NA,NA,NA,NA
9060451,2018,3,1,87,10,106,7,0,0,8,0,0,0,3,2,1,2,2,0,2,0,3,4,3,3,0,0,4,5,NA,NA,NA,NA,NA,NA,NA
9060491,2018,2,1,86,6,100,7,0,4,12,0,0,0,1,1,2,3,1,1,2,1,4,4,3,4,0,0,6,4,NA,NA,NA,NA,NA,NA,NA
9060663,2018,2,2,83,8,100,7,0,0,12,0,0,0,0,1,2,2,2,2,1,3,3,5,3,5,0,0,5,4,NA,NA,NA,NA,NA,NA,NA
9060664,2018,2,1,88,1,100,7,0,3,13,0,0,0,3,3,3,3,3,3,3,3,2,5,2,5,0,0,5,5,NA,NA,NA,NA,NA,NA,NA
9061061,2018,2,2,86,6,114,7,0,4,13,0,0,0,2,2,1,2,3,2,1,1,3,4,3,4,0,0,4,4,NA,NA,NA,NA,NA,NA,NA
9061062,2018,2,1,88,6,114,7,0,3,12,0,0,0,2,2,1,3,3,1,2,2,2,4,2,3,0,0,6,6,NA,NA,NA,NA,NA,NA,NA
9061381,2018,2,2,87,10,114,7,0,6,13,0,0,0,3,3,2,2,2,3,3,3,3,3,2,3,0,0,5,6,NA,NA,NA,NA,NA,NA,NA
9061591,2018,2,1,85,2,204,7,0,0,8,0,0,0,4,3,1,3,1,4,2,3,4,5,4,4,0,0,7,5,NA,NA,NA,NA,NA,NA,NA
9061592,2018,2,2,86,5,206,7,0,5,13,0,0,0,2,1,1,1,1,3,1,2,1,5,2,2,0,0,5,5,NA,NA,NA,NA,NA,NA,NA
9072142,2018,3,1,87,8,900,8,0,0,8,0,0,0,2,2,2,2,2,2,2,2,3,5,3,5,2,2,5,5,NA,NA,NA,NA,NA,NA,NA
9072391,2018,4,2,90,11,907,5,6,0,8,4,1,2,4,4,3,3,3,2,3,2,3,4,2,4,0,0,7,7,NA,NA,NA,NA,NA,NA,NA
9073411,2018,4,2,86,12,907,4,7,0,9,2,2,2,1,1,1,2,2,2,3,2,3,4,96,5,0,0,7,7,NA,NA,NA,NA,NA,NA,NA
9113071,2018,2,2,88,1,813,4,5,0,9,2,2,1,4,3,2,2,2,3,1,2,1,5,1,5,0,0,7,7,NA,NA,NA,NA,NA,NA,NA
9113401,2018,2,1,86,12,911,3,0,0,8,0,0,0,2,3,3,3,2,2,2,2,2,5,2,4,0,0,7,7,NA,NA,NA,NA,NA,NA,NA
9113461,2018,3,1,89,7,830,7,0,0,8,0,0,0,3,3,3,4,1,1,3,2,4,5,96,5,2,2,5,6,NA,NA,NA,NA,NA,NA,NA
9130412,2018,4,1,84,1,241,7,0,0,12,0,0,0,4,4,4,4,3,4,4,3,4,5,3,5,0,0,3,4,NA,NA,NA,NA,NA,NA,NA
9733251,2018,3,1,87,10,973,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,5,96,5,0,0,5,4,NA,NA,NA,NA,NA,NA,NA
9733301,2018,2,2,88,8,320,8,0,0,6,0,0,0,3,3,3,3,3,3,3,3,3,5,3,5,0,0,6,5,NA,NA,NA,NA,NA,NA,NA
9733302,2018,2,2,89,10,320,8,10,0,5,2,3,2,4,3,2,3,3,4,3,2,4,5,3,4,0,0,4,4,NA,NA,NA,NA,NA,NA,NA
10421,109,1,1,88,5,811,8,0,10,12,0,0,0,1,1,1,2,2,4,3,4,1,3,1,1,0,0,5,6,1,1,1,2,1,NA,NA
10422,109,1,2,90,7,811,8,0,5,12,0,0,0,1,2,1,2,1,2,2,2,1,5,1,1,0,0,7,7,1,1,1,3,2,NA,NA
11101,109,1,1,87,1,100,7,0,6,13,0,0,0,2,2,2,3,1,2,3,2,2,4,2,4,0,0,7,7,2,1,1,1,1,NA,NA
11102,109,1,2,89,12,116,7,0,8,13,0,0,0,3,3,3,3,2,3,3,2,2,2,2,1,0,0,7,7,3,1,2,3,1,NA,NA
11182,109,1,2,85,6,814,4,0,0,12,0,0,0,3,2,1,1,1,1,2,2,3,4,2,2,0,0,7,7,3,2,2,2,2,NA,NA
11443,109,1,2,88,12,813,4,0,0,5,0,0,0,3,2,1,2,1,2,2,2,2,4,2,2,0,0,4,4,2,2,1,1,2,NA,NA
20021,109,2,2,85,5,804,8,0,5,14,0,0,0,2,2,1,2,1,2,1,2,2,4,2,3,2,2,6,7,1,1,1,1,1,NA,NA
20063,109,2,2,86,11,807,7,0,0,12,0,0,0,3,1,1,3,3,2,2,2,96,6,3,4,0,0,5,5,2,2,3,2,4,NA,NA
20102,109,1,1,88,8,813,4,0,10,13,0,0,0,1,1,1,1,1,1,4,1,2,1,2,1,0,0,7,7,2,3,3,5,5,NA,NA
21071,109,2,2,90,9,799,8,5,0,5,3,2,1,4,4,4,4,4,4,2,2,4,5,5,4,0,0,3,2,3,4,3,2,2,NA,NA
21081,109,2,2,85,3,813,8,0,0,13,0,0,0,2,1,1,3,2,1,2,2,2,4,3,3,0,0,4,5,4,2,2,4,4,NA,NA
21082,109,2,1,85,3,813,8,0,0,13,0,0,0,2,2,2,3,3,1,2,2,2,4,2,4,0,0,5,5,5,5,5,5,3,NA,NA
21121,109,1,1,86,1,813,8,0,0,6,0,0,0,2,1,1,1,1,1,1,1,5,5,3,5,0,0,7,7,1,1,1,1,1,NA,NA
21122,109,2,1,91,6,806,4,4,0,8,2,1,1,6,3,1,3,3,2,3,3,6,0,3,5,0,0,4,4,1,1,1,1,1,NA,NA
21251,109,1,1,88,2,333,8,0,4,13,0,0,0,1,2,2,3,2,2,3,2,3,4,3,3,0,0,5,6,1,2,3,2,1,NA,NA
21252,109,1,2,88,2,813,8,0,6,13,0,0,0,2,1,3,2,1,2,2,2,3,5,3,3,0,0,6,5,3,2,2,2,1,NA,NA
21411,109,1,2,90,7,813,8,0,0,5,0,0,0,3,3,2,2,3,6,1,2,2,4,2,4,0,0,5,6,3,4,6,2,1,NA,NA
21451,109,1,1,87,10,433,8,0,6,13,0,0,0,3,2,2,2,3,2,2,3,4,2,3,2,0,0,6,5,4,4,3,3,2,NA,NA
21471,109,1,1,91,7,831,8,5,0,8,4,1,1,3,3,3,3,3,3,3,3,1,2,1,2,0,0,7,7,3,3,2,3,3,NA,NA
21551,109,1,1,89,7,807,4,0,4,12,0,0,0,2,2,1,2,2,2,2,2,2,4,2,3,0,0,6,6,2,2,1,1,2,NA,NA
21552,109,2,2,90,10,807,2,10,0,8,2,2,2,4,3,1,3,3,4,2,1,3,2,3,1,0,0,6,6,4,3,2,5,3,NA,NA
31321,109,1,2,87,3,802,7,0,7,13,0,0,0,4,2,1,2,2,2,1,1,2,5,3,4,0,0,7,7,4,4,5,5,3,NA,NA
31421,109,1,2,86,1,830,8,0,8,13,0,0,0,1,1,1,1,1,1,1,1,4,4,3,3,0,0,7,7,1,2,4,4,3,NA,NA
41131,109,1,2,85,6,807,8,0,0,13,0,0,0,2,2,2,3,1,1,1,2,1,4,1,4,0,0,6,5,2,3,3,2,2,NA,NA
41132,109,1,2,86,7,807,8,0,0,12,0,0,0,3,2,1,2,1,1,2,2,2,5,2,4,0,0,6,6,2,1,1,1,1,NA,NA
41151,109,1,1,88,9,974,96,0,10,13,0,0,0,1,1,1,1,1,1,1,1,3,5,3,4,0,0,6,5,2,3,3,6,4,NA,NA
41271,109,1,2,88,12,807,8,0,3,12,0,0,0,3,2,2,3,3,2,2,2,2,3,2,3,0,0,6,6,2,4,2,4,3,NA,NA
41272,109,3,1,91,2,807,8,4,0,5,4,2,1,4,3,3,3,3,4,3,3,3,3,2,3,0,0,7,7,3,2,4,1,2,NA,NA
41331,109,1,2,86,10,807,8,0,10,13,0,0,0,2,2,3,3,3,2,1,3,3,4,1,4,0,0,7,7,3,5,4,5,5,NA,NA
41332,109,2,2,92,2,807,8,4,0,5,4,2,2,0,3,3,2,3,0,1,3,3,3,3,3,0,0,5,3,4,3,3,2,2,NA,NA
41391,109,3,2,91,8,807,8,4,0,5,3,2,2,3,3,1,1,1,4,3,4,3,5,3,5,0,0,6,5,4,4,4,2,2,NA,NA
41392,109,3,2,91,8,807,8,7,0,5,2,2,3,2,1,1,3,2,2,3,3,2,4,2,4,0,0,4,3,3,2,2,2,2,NA,NA
41451,109,2,2,89,8,434,8,0,6,13,0,0,0,2,2,2,1,1,3,2,2,4,4,3,4,0,0,5,5,1,4,3,4,3,NA,NA
41521,109,1,2,88,10,802,7,0,6,13,0,0,0,3,3,2,3,3,3,3,2,3,5,2,3,0,0,5,4,3,3,3,4,3,NA,NA
41522,109,1,1,90,9,802,4,3,0,5,2,2,2,3,3,3,3,3,2,3,3,4,5,2,3,0,0,6,7,2,2,1,2,1,NA,NA
41592,109,1,1,87,8,807,8,0,0,9,0,0,0,4,3,1,4,3,1,4,4,1,2,1,3,0,0,7,6,5,5,4,4,5,NA,NA
1010133,109,2,2,85,9,220,8,0,4,13,0,0,0,3,3,1,3,1,2,1,4,3,4,4,1,0,0,6,6,3,3,3,4,2,NA,NA
1011262,109,1,2,86,7,247,8,0,7,12,0,0,0,1,1,2,2,1,1,1,1,3,4,3,3,0,0,6,6,5,3,1,4,3,NA,NA
1011541,109,1,2,86,7,247,8,0,0,13,0,0,0,2,2,1,2,2,1,1,2,3,5,3,4,0,0,5,5,5,3,2,1,2,NA,NA
1011542,109,1,2,88,8,247,8,0,5,13,0,0,0,2,1,1,2,1,2,1,2,3,5,3,4,0,0,6,6,1,2,2,1,2,NA,NA
1030063,109,1,1,86,10,304,2,0,6,12,0,0,0,3,3,3,3,3,2,3,2,96,6,3,1,0,0,7,7,3,3,3,3,3,NA,NA
1030151,109,2,1,91,8,300,4,4,0,7,1,2,2,3,3,2,3,3,4,3,3,3,4,2,3,0,0,6,6,1,2,3,3,2,NA,NA
1031061,109,2,1,85,5,324,7,0,0,12,0,0,0,2,2,2,2,2,2,2,2,2,4,2,4,0,0,5,5,3,2,2,2,2,NA,NA
1031062,109,2,2,87,3,324,7,0,7,12,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,6,6,4,1,2,4,1,NA,NA
1031252,109,2,1,85,6,324,97,0,0,12,0,0,0,2,3,1,3,1,2,2,2,2,3,2,5,0,0,5,6,5,4,4,4,5,NA,NA
1031332,109,2,2,85,10,324,4,0,0,13,0,0,0,2,2,2,3,3,1,2,2,2,5,2,3,0,0,5,5,3,2,2,3,2,NA,NA
1031351,109,2,2,92,9,324,4,4,0,5,1,2,2,3,3,3,3,3,3,3,3,2,4,2,3,0,0,5,6,3,4,4,4,3,NA,NA
1031361,109,1,1,88,9,116,4,0,7,13,0,0,0,2,2,2,3,2,2,2,2,1,2,1,3,0,0,7,7,4,2,1,3,2,NA,NA
1031362,109,2,2,91,1,326,4,5,0,5,3,2,2,3,3,2,2,3,2,3,3,1,4,1,3,0,0,6,6,3,2,3,3,2,NA,NA
1031401,109,2,1,86,4,324,4,0,7,12,0,0,0,2,2,1,3,3,1,4,3,2,4,2,2,0,0,4,4,5,5,5,5,5,NA,NA
1031471,109,2,1,89,8,324,4,0,4,13,0,0,0,2,3,3,3,3,2,2,2,2,2,2,2,0,0,4,3,4,2,1,1,4,NA,NA
1031472,109,2,2,92,4,324,4,3,0,6,3,2,1,4,3,2,2,3,4,3,2,2,5,3,3,0,0,5,6,2,2,3,2,1,NA,NA
1033101,109,1,1,90,6,111,7,0,8,12,0,0,0,3,3,1,2,3,2,3,3,2,5,2,5,0,0,4,5,3,3,2,2,3,NA,NA
1040183,109,1,1,89,8,304,99,0,2,13,0,0,0,1,2,1,1,1,1,2,1,1,4,1,4,0,0,7,7,1,1,1,1,1,NA,NA
1040243,109,2,2,86,8,304,7,0,5,14,0,0,0,2,2,2,1,1,4,1,2,4,5,3,5,0,0,5,5,2,2,3,3,3,NA,NA
1041161,109,3,2,89,1,710,8,0,4,12,0,0,0,3,2,1,3,2,2,1,2,2,4,2,1,0,0,3,6,6,2,2,2,3,NA,NA
1041261,109,1,2,85,9,304,4,0,5,12,0,0,0,1,1,1,1,1,1,3,2,3,4,3,4,0,0,5,6,2,3,3,3,2,NA,NA
1042211,109,1,2,92,12,103,4,2,0,5,3,2,1,3,2,3,3,3,3,3,3,2,3,2,2,0,0,6,7,1,2,2,2,2,NA,NA
1051221,109,2,1,92,1,304,4,3,0,5,3,2,1,2,2,2,3,3,3,3,2,3,4,3,4,0,0,6,6,1,2,2,2,2,NA,NA
1051241,109,2,2,90,12,304,4,6,0,5,4,2,2,4,3,1,3,3,4,3,1,1,4,1,4,0,0,6,4,3,2,2,3,2,NA,NA
1051242,109,2,2,92,8,304,4,9,0,6,2,3,1,4,3,1,3,3,4,3,3,1,4,1,5,0,0,7,5,5,1,1,4,1,NA,NA
1051351,109,2,2,92,4,300,2,4,0,5,1,2,1,4,4,3,3,3,4,2,2,3,3,3,2,0,0,5,4,1,2,1,3,2,NA,NA
1061151,109,1,2,87,6,427,4,0,0,5,0,0,0,4,2,1,2,1,1,2,1,3,3,3,3,0,0,7,7,2,1,1,1,1,NA,NA
1061152,109,2,1,88,11,400,7,0,4,12,0,0,0,1,1,1,1,1,1,2,2,2,5,3,4,2,2,4,4,1,1,3,2,2,NA,NA
1061491,109,1,1,86,9,892,7,0,10,13,0,0,0,1,2,2,1,1,1,3,2,1,4,1,3,2,1,5,5,1,2,1,1,3,NA,NA
1070093,109,1,2,85,3,324,4,0,0,12,0,0,0,2,3,1,3,1,2,2,2,3,4,3,3,0,0,6,6,3,2,3,3,5,NA,NA
1070222,109,2,1,85,8,324,4,0,0,12,0,0,0,1,1,3,3,3,1,2,1,3,5,3,3,0,0,5,6,3,4,4,3,3,NA,NA
1071202,109,4,1,90,3,427,2,0,5,13,0,0,0,3,3,1,2,3,2,3,3,2,4,3,3,0,0,6,6,1,2,1,3,1,NA,NA
1071361,109,3,1,89,1,804,8,0,4,13,0,0,0,3,2,1,3,1,2,2,2,3,2,3,2,0,0,5,5,1,1,2,2,3,NA,NA
1071362,109,3,2,90,11,427,2,4,0,5,3,2,1,4,4,2,3,3,3,2,3,2,4,1,2,0,0,6,6,1,3,4,3,2,NA,NA
1071471,109,2,2,92,12,406,4,6,0,5,4,1,1,3,3,1,3,2,2,3,3,2,4,2,4,0,0,7,3,1,4,3,4,4,NA,NA
1071521,109,3,2,90,10,402,8,3,0,5,1,2,1,3,2,2,3,2,6,1,2,2,4,3,4,0,0,6,6,3,2,3,3,2,NA,NA
1112381,109,1,2,88,9,111,7,10,0,9,3,2,1,2,2,2,2,2,2,2,2,4,5,2,2,0,0,5,5,3,3,2,3,2,NA,NA
1112382,109,1,2,92,8,111,7,7,0,5,3,2,2,3,2,1,3,3,2,2,2,2,5,2,5,0,0,4,4,2,2,1,2,1,NA,NA
1123571,109,1,2,91,2,112,7,6,0,9,1,2,1,3,1,1,4,3,1,2,2,4,5,4,5,0,0,5,7,1,3,1,3,5,NA,NA
1123572,109,1,2,92,9,112,7,9,0,8,4,2,1,3,3,3,3,3,3,3,3,2,5,2,3,0,0,5,6,4,3,3,4,3,NA,NA
1162501,109,2,2,87,11,116,7,0,10,12,0,0,0,4,4,3,3,2,4,3,3,2,4,4,2,0,0,5,5,2,5,1,5,5,NA,NA
1162502,109,2,2,91,1,116,7,7,0,8,2,3,2,4,3,2,2,2,3,3,2,2,4,4,3,0,0,6,6,4,2,3,2,4,NA,NA
2002042,109,1,2,86,11,337,8,0,5,12,0,0,0,1,1,1,2,1,1,1,2,3,1,3,2,0,0,5,4,3,4,2,3,4,NA,NA
2002181,109,1,1,86,7,200,2,0,0,13,0,0,0,3,3,3,3,3,3,3,3,2,5,2,5,0,0,6,6,2,2,2,1,2,NA,NA
2002182,109,1,2,87,9,710,8,0,6,12,0,0,0,4,2,3,2,2,1,2,3,3,3,2,3,0,0,5,6,2,2,1,2,2,NA,NA
2002381,109,2,1,91,11,205,7,3,0,8,1,2,2,2,2,1,1,2,1,2,1,1,5,2,4,0,0,5,7,2,4,3,3,3,NA,NA
2003031,109,1,1,89,10,200,7,0,4,12,0,0,0,2,2,1,3,3,6,3,2,3,5,3,5,0,0,6,7,3,1,1,3,3,NA,NA
2003032,109,1,1,90,9,200,7,3,0,8,2,2,1,4,2,2,3,3,6,1,2,3,5,96,6,0,0,6,6,2,1,2,2,1,NA,NA
2003351,109,1,1,90,5,200,8,0,5,13,0,0,0,0,3,1,3,3,2,1,0,2,4,2,3,0,0,5,6,3,3,3,2,3,NA,NA
2003352,109,1,2,92,12,200,8,5,0,5,3,2,2,4,3,1,3,2,3,3,2,2,4,2,3,0,0,5,6,2,3,2,2,2,NA,NA
2010055,109,1,2,91,12,552,7,7,0,9,3,2,1,3,2,1,2,3,2,2,1,3,5,3,5,0,0,7,7,4,4,2,3,2,NA,NA
2010301,109,1,1,86,1,552,8,0,0,13,0,0,0,2,2,1,3,1,1,1,2,3,5,3,5,0,0,7,6,3,3,4,2,1,NA,NA
2010422,109,1,2,85,1,552,96,0,0,8,0,0,0,4,4,1,1,1,2,3,0,1,5,1,5,0,0,7,7,1,1,3,2,4,NA,NA
2010423,109,1,1,87,2,552,7,0,6,13,0,0,0,4,3,3,3,3,1,3,1,4,5,4,5,0,0,3,4,1,2,2,2,2,NA,NA
