respondent_id,survey_year,survey_month,gender,birth_year_tw,birth_month,residence,housing_type,school_type,course_difficulty,school_rules_schedule,sleepover_friends,curfew_time,dress_appearance,daily_routine,internet_time,relationship_status,money_usage,job_choice,father_health,talk_to_father,mother_health,talk_to_mother,life_happiness,life_quality,internet_addiction_1,internet_addiction_2,internet_addiction_3,internet_addiction_4,internet_addiction_5,edu_rank_combined,internet_use_combined_ten,internet_use_combined
9130412,2018,4,1,84,1,241,7,12,NA,NA,4,4,4,4,3,4,4,3,4,5,3,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA
9733251,2018,3,1,87,10,973,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA
9733301,2018,2,2,88,8,320,8,6,NA,NA,3,3,3,3,3,3,3,3,3,5,3,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA
9733302,2018,2,2,89,10,320,8,5,3,2,4,3,2,3,3,4,3,2,4,5,3,4,4,4,NA,NA,NA,NA,NA,2,10,5
10421,2020,1,1,88,5,811,8,12,NA,NA,1,1,1,2,2,4,3,4,1,3,1,1,5,6,1,1,1,2,1,NA,10,5
10422,2020,1,2,90,7,811,8,12,NA,NA,1,2,1,2,1,2,2,2,1,5,1,1,7,7,1,1,1,3,2,NA,5,3
11101,2020,1,1,87,1,100,7,13,NA,NA,2,2,2,3,1,2,3,2,2,4,2,4,7,7,2,1,1,1,1,NA,6,3
11102,2020,1,2,89,12,116,7,13,NA,NA,3,3,3,3,2,3,3,2,2,2,2,1,7,7,3,1,2,3,1,NA,8,4
11182,2020,1,2,85,6,814,4,12,NA,NA,3,2,1,1,1,1,2,2,3,4,2,2,7,7,3,2,2,2,2,NA,NA,NA
11443,2020,1,2,88,12,813,4,5,NA,NA,3,2,1,2,1,2,2,2,2,4,2,2,4,4,2,2,1,1,2,NA,NA,NA
20021,2020,2,2,85,5,804,8,14,NA,NA,2,2,1,2,1,2,1,2,2,4,2,3,6,7,1,1,1,1,1,NA,5,3
20063,2020,2,2,86,11,807,7,12,NA,NA,3,1,1,3,3,2,2,2,NA,NA,3,4,5,5,2,2,3,2,4,NA,NA,NA
20102,2020,1,1,88,8,813,4,13,NA,NA,1,1,1,1,1,1,4,1,2,1,2,1,7,7,2,3,3,5,5,NA,10,5
21071,2020,2,2,90,9,799,8,5,2,1,4,4,4,4,4,4,2,2,4,5,5,4,3,2,3,4,3,2,2,3,5,3
21081,2020,2,2,85,3,813,8,13,NA,NA,2,1,1,3,2,1,2,2,2,4,3,3,4,5,4,2,2,4,4,NA,NA,NA
21082,2020,2,1,85,3,813,8,13,NA,NA,2,2,2,3,3,1,2,2,2,4,2,4,5,5,5,5,5,5,3,NA,NA,NA
21121,2020,1,1,86,1,813,8,6,NA,NA,2,1,1,1,1,1,1,1,5,5,3,5,7,7,1,1,1,1,1,NA,NA,NA
21122,2020,2,1,91,6,806,4,8,1,1,NA,3,1,3,3,2,3,3,6,NA,3,5,4,4,1,1,1,1,1,2,4,2
21251,2020,1,1,88,2,333,8,13,NA,NA,1,2,2,3,2,2,3,2,3,4,3,3,5,6,1,2,3,2,1,NA,4,2
21252,2020,1,2,88,2,813,8,13,NA,NA,2,1,3,2,1,2,2,2,3,5,3,3,6,5,3,2,2,2,1,NA,6,3
21411,2020,1,2,90,7,813,8,5,NA,NA,3,3,2,2,3,NA,1,2,2,4,2,4,5,6,3,4,NA,2,1,NA,NA,NA
21451,2020,1,1,87,10,433,8,13,NA,NA,3,2,2,2,3,2,2,3,4,2,3,2,6,5,4,4,3,3,2,NA,6,3
21471,2020,1,1,91,7,831,8,8,1,1,3,3,3,3,3,3,3,3,1,2,1,2,7,7,3,3,2,3,3,4,5,3
21551,2020,1,1,89,7,807,4,12,NA,NA,2,2,1,2,2,2,2,2,2,4,2,3,6,6,2,2,1,1,2,NA,4,2
21552,2020,2,2,90,10,807,2,8,2,2,4,3,1,3,3,4,2,1,3,2,3,1,6,6,4,3,2,5,3,2,10,5
31321,2020,1,2,87,3,802,7,13,NA,NA,4,2,1,2,2,2,1,1,2,5,3,4,7,7,4,4,5,5,3,NA,7,4
31421,2020,1,2,86,1,830,8,13,NA,NA,1,1,1,1,1,1,1,1,4,4,3,3,7,7,1,2,4,4,3,NA,8,4
41131,2020,1,2,85,6,807,8,13,NA,NA,2,2,2,3,1,1,1,2,1,4,1,4,6,5,2,3,3,2,2,NA,NA,NA
41132,2020,1,2,86,7,807,8,12,NA,NA,3,2,1,2,1,1,2,2,2,5,2,4,6,6,2,1,1,1,1,NA,NA,NA
41151,2020,1,1,88,9,974,NA,13,NA,NA,1,1,1,1,1,1,1,1,3,5,3,4,6,5,2,3,3,NA,4,NA,10,5
41271,2020,1,2,88,12,807,8,12,NA,NA,3,2,2,3,3,2,2,2,2,3,2,3,6,6,2,4,2,4,3,NA,3,2
41272,2020,3,1,91,2,807,8,5,2,1,4,3,3,3,3,4,3,3,3,3,2,3,7,7,3,2,4,1,2,4,4,2
41331,2020,1,2,86,10,807,8,13,NA,NA,2,2,3,3,3,2,1,3,3,4,1,4,7,7,3,5,4,5,5,NA,10,5
41332,2020,2,2,92,2,807,8,5,2,2,NA,3,3,2,3,NA,1,3,3,3,3,3,5,3,4,3,3,2,2,4,4,2
41391,2020,3,2,91,8,807,8,5,2,2,3,3,1,1,1,4,3,4,3,5,3,5,6,5,4,4,4,2,2,3,4,2
41392,2020,3,2,91,8,807,8,5,2,3,2,1,1,3,2,2,3,3,2,4,2,4,4,3,3,2,2,2,2,2,7,4
41451,2020,2,2,89,8,434,8,13,NA,NA,2,2,2,1,1,3,2,2,4,4,3,4,5,5,1,4,3,4,3,NA,6,3
41521,2020,1,2,88,10,802,7,13,NA,NA,3,3,2,3,3,3,3,2,3,5,2,3,5,4,3,3,3,4,3,NA,6,3
41522,2020,1,1,90,9,802,4,5,2,2,3,3,3,3,3,2,3,3,4,5,2,3,6,7,2,2,1,2,1,2,3,2
41592,2020,1,1,87,8,807,8,9,NA,NA,4,3,1,4,3,1,4,4,1,2,1,3,7,6,5,5,4,4,5,NA,NA,NA
1010133,2020,2,2,85,9,220,8,13,NA,NA,3,3,1,3,1,2,1,4,3,4,4,1,6,6,3,3,3,4,2,NA,4,2
1011262,2020,1,2,86,7,247,8,12,NA,NA,1,1,2,2,1,1,1,1,3,4,3,3,6,6,5,3,1,4,3,NA,7,4
1011541,2020,1,2,86,7,247,8,13,NA,NA,2,2,1,2,2,1,1,2,3,5,3,4,5,5,5,3,2,1,2,NA,NA,NA
1011542,2020,1,2,88,8,247,8,13,NA,NA,2,1,1,2,1,2,1,2,3,5,3,4,6,6,1,2,2,1,2,NA,5,3
1030063,2020,1,1,86,10,304,2,12,NA,NA,3,3,3,3,3,2,3,2,NA,NA,3,1,7,7,3,3,3,3,3,NA,6,3
1030151,2020,2,1,91,8,300,4,7,2,2,3,3,2,3,3,4,3,3,3,4,2,3,6,6,1,2,3,3,2,1,4,2
1031061,2020,2,1,85,5,324,7,12,NA,NA,2,2,2,2,2,2,2,2,2,4,2,4,5,5,3,2,2,2,2,NA,NA,NA
1031062,2020,2,2,87,3,324,7,12,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,6,6,4,1,2,4,1,NA,7,4
1031252,2020,2,1,85,6,324,NA,12,NA,NA,2,3,1,3,1,2,2,2,2,3,2,5,5,6,5,4,4,4,5,NA,NA,NA
1031332,2020,2,2,85,10,324,4,13,NA,NA,2,2,2,3,3,1,2,2,2,5,2,3,5,5,3,2,2,3,2,NA,NA,NA
1031351,2020,2,2,92,9,324,4,5,2,2,3,3,3,3,3,3,3,3,2,4,2,3,5,6,3,4,4,4,3,1,4,2
1031361,2020,1,1,88,9,116,4,13,NA,NA,2,2,2,3,2,2,2,2,1,2,1,3,7,7,4,2,1,3,2,NA,7,4
1031362,2020,2,2,91,1,326,4,5,2,2,3,3,2,2,3,2,3,3,1,4,1,3,6,6,3,2,3,3,2,3,5,3
1031401,2020,2,1,86,4,324,4,12,NA,NA,2,2,1,3,3,1,4,3,2,4,2,2,4,4,5,5,5,5,5,NA,7,4
1031471,2020,2,1,89,8,324,4,13,NA,NA,2,3,3,3,3,2,2,2,2,2,2,2,4,3,4,2,1,1,4,NA,4,2
1031472,2020,2,2,92,4,324,4,6,2,1,4,3,2,2,3,4,3,2,2,5,3,3,5,6,2,2,3,2,1,3,3,2
1033101,2020,1,1,90,6,111,7,12,NA,NA,3,3,1,2,3,2,3,3,2,5,2,5,4,5,3,3,2,2,3,NA,8,4
1040183,2020,1,1,89,8,304,NA,13,NA,NA,1,2,1,1,1,1,2,1,1,4,1,4,7,7,1,1,1,1,1,NA,2,1
1040243,2020,2,2,86,8,304,7,14,NA,NA,2,2,2,1,1,4,1,2,4,5,3,5,5,5,2,2,3,3,3,NA,5,3
1041161,2020,3,2,89,1,710,8,12,NA,NA,3,2,1,3,2,2,1,2,2,4,2,1,3,6,NA,2,2,2,3,NA,4,2
1041261,2020,1,2,85,9,304,4,12,NA,NA,1,1,1,1,1,1,3,2,3,4,3,4,5,6,2,3,3,3,2,NA,5,3
1042211,2020,1,2,92,12,103,4,5,2,1,3,2,3,3,3,3,3,3,2,3,2,2,6,7,1,2,2,2,2,3,2,1
1051221,2020,2,1,92,1,304,4,5,2,1,2,2,2,3,3,3,3,2,3,4,3,4,6,6,1,2,2,2,2,3,3,2
1051241,2020,2,2,90,12,304,4,5,2,2,4,3,1,3,3,4,3,1,1,4,1,4,6,4,3,2,2,3,2,4,6,3
1051242,2020,2,2,92,8,304,4,6,3,1,4,3,1,3,3,4,3,3,1,4,1,5,7,5,5,1,1,4,1,2,9,5
1051351,2020,2,2,92,4,300,2,5,2,1,4,4,3,3,3,4,2,2,3,3,3,2,5,4,1,2,1,3,2,1,4,2
1061151,2020,1,2,87,6,427,4,5,NA,NA,4,2,1,2,1,1,2,1,3,3,3,3,7,7,2,1,1,1,1,NA,NA,NA
1061152,2020,2,1,88,11,400,7,12,NA,NA,1,1,1,1,1,1,2,2,2,5,3,4,4,4,1,1,3,2,2,NA,4,2
1061491,2020,1,1,86,9,892,7,13,NA,NA,1,2,2,1,1,1,3,2,1,4,1,3,5,5,1,2,1,1,3,NA,10,5
1070093,2020,1,2,85,3,324,4,12,NA,NA,2,3,1,3,1,2,2,2,3,4,3,3,6,6,3,2,3,3,5,NA,NA,NA
1070222,2020,2,1,85,8,324,4,12,NA,NA,1,1,3,3,3,1,2,1,3,5,3,3,5,6,3,4,4,3,3,NA,NA,NA
1071202,2020,4,1,90,3,427,2,13,NA,NA,3,3,1,2,3,2,3,3,2,4,3,3,6,6,1,2,1,3,1,NA,5,3
1071361,2020,3,1,89,1,804,8,13,NA,NA,3,2,1,3,1,2,2,2,3,2,3,2,5,5,1,1,2,2,3,NA,4,2
1071362,2020,3,2,90,11,427,2,5,2,1,4,4,2,3,3,3,2,3,2,4,1,2,6,6,1,3,4,3,2,3,4,2
1071471,2020,2,2,92,12,406,4,5,1,1,3,3,1,3,2,2,3,3,2,4,2,4,7,3,1,4,3,4,4,4,6,3
1071521,2020,3,2,90,10,402,8,5,2,1,3,2,2,3,2,NA,1,2,2,4,3,4,6,6,3,2,3,3,2,1,3,2
1112381,2020,1,2,88,9,111,7,9,2,1,2,2,2,2,2,2,2,2,4,5,2,2,5,5,3,3,2,3,2,3,10,5
1112382,2020,1,2,92,8,111,7,5,2,2,3,2,1,3,3,2,2,2,2,5,2,5,4,4,2,2,1,2,1,3,7,4
1123571,2020,1,2,91,2,112,7,9,2,1,3,1,1,4,3,1,2,2,4,5,4,5,5,7,1,3,1,3,5,1,6,3
1123572,2020,1,2,92,9,112,7,8,2,1,3,3,3,3,3,3,3,3,2,5,2,3,5,6,4,3,3,4,3,4,9,5
1162501,2020,2,2,87,11,116,7,12,NA,NA,4,4,3,3,2,4,3,3,2,4,4,2,5,5,2,5,1,5,5,NA,10,5
1162502,2020,2,2,91,1,116,7,8,3,2,4,3,2,2,2,3,3,2,2,4,4,3,6,6,4,2,3,2,4,2,7,4
2002042,2020,1,2,86,11,337,8,12,NA,NA,1,1,1,2,1,1,1,2,3,1,3,2,5,4,3,4,2,3,4,NA,5,3
2002181,2020,1,1,86,7,200,2,13,NA,NA,3,3,3,3,3,3,3,3,2,5,2,5,6,6,2,2,2,1,2,NA,NA,NA
2002182,2020,1,2,87,9,710,8,12,NA,NA,4,2,3,2,2,1,2,3,3,3,2,3,5,6,2,2,1,2,2,NA,6,3
2002381,2020,2,1,91,11,205,7,8,2,2,2,2,1,1,2,1,2,1,1,5,2,4,5,7,2,4,3,3,3,1,3,2
2003031,2020,1,1,89,10,200,7,12,NA,NA,2,2,1,3,3,NA,3,2,3,5,3,5,6,7,3,1,1,3,3,NA,4,2
2003032,2020,1,1,90,9,200,7,8,2,1,4,2,2,3,3,NA,1,2,3,5,NA,NA,6,6,2,1,2,2,1,2,3,2
2003351,2020,1,1,90,5,200,8,13,NA,NA,NA,3,1,3,3,2,1,NA,2,4,2,3,5,6,3,3,3,2,3,NA,5,3
2003352,2020,1,2,92,12,200,8,5,2,2,4,3,1,3,2,3,3,2,2,4,2,3,5,6,2,3,2,2,2,3,5,3
2010055,2020,1,2,91,12,552,7,9,2,1,3,2,1,2,3,2,2,1,3,5,3,5,7,7,4,4,2,3,2,3,7,4
2010301,2020,1,1,86,1,552,8,13,NA,NA,2,2,1,3,1,1,1,2,3,5,3,5,7,6,3,3,4,2,1,NA,NA,NA
2010422,2020,1,2,85,1,552,NA,8,NA,NA,4,4,1,1,1,2,3,NA,1,5,1,5,7,7,1,1,3,2,4,NA,NA,NA
2010423,2020,1,1,87,2,552,7,13,NA,NA,4,3,3,3,3,1,3,1,4,5,4,5,3,4,1,2,2,2,2,NA,6,3
2011243,2020,1,1,86,11,552,8,8,NA,NA,1,1,1,2,1,1,1,1,3,5,3,5,4,4,1,1,1,1,2,NA,NA,NA
2011301,2020,1,2,91,12,412,8,8,2,2,4,3,3,3,3,3,3,3,3,4,3,4,5,5,2,4,4,3,2,3,7,4
2011352,2020,1,1,86,1,235,8,13,NA,NA,2,2,1,2,1,1,2,2,1,4,1,2,7,7,3,2,1,1,1,NA,NA,NA
2011383,2020,1,2,85,10,702,7,9,NA,NA,3,1,1,2,2,2,3,3,6,NA,3,4,5,5,2,2,2,2,2,NA,NA,NA
2011441,2020,2,1,91,2,552,7,7,2,1,2,2,1,2,1,1,3,2,3,4,4,4,4,4,2,2,3,2,4,3,3,2
2011451,2020,1,1,86,8,730,4,13,NA,NA,3,3,2,3,3,2,3,3,2,4,4,4,5,4,3,2,3,2,2,NA,6,3
2011452,2020,1,1,89,5,730,4,12,NA,NA,NA,2,3,3,3,NA,2,2,1,5,2,4,6,7,4,3,3,4,3,NA,9,5
2011501,2020,1,1,92,8,552,4,7,2,2,3,3,3,3,3,3,3,3,3,3,1,3,7,7,1,2,1,1,2,4,2,1
2202311,2020,1,1,91,1,220,7,6,3,2,4,3,3,3,3,3,2,2,3,2,1,4,3,3,1,5,4,4,5,1,7,4
2203581,2020,2,1,90,5,950,8,13,NA,NA,1,1,2,2,1,1,2,2,2,3,2,4,6,7,2,1,2,2,1,NA,4,2
2203582,2020,1,2,91,11,220,2,5,2,2,3,3,2,3,3,3,2,3,2,4,2,4,5,7,3,3,2,3,2,2,5,3
2273341,2020,2,2,89,10,227,1,8,NA,NA,1,1,1,1,1,1,1,1,1,5,1,4,7,7,1,2,3,1,5,NA,NA,NA
2273342,2020,2,1,91,5,227,1,8,2,1,3,3,1,2,1,1,3,2,3,4,NA,NA,3,4,1,1,1,3,1,1,10,5
2273343,2020,2,1,92,11,227,1,8,NA,NA,3,3,1,3,1,1,1,1,1,5,NA,NA,7,6,2,2,1,1,2,NA,NA,NA
2273391,2020,2,2,88,3,204,7,10,NA,NA,3,3,2,2,2,4,1,1,3,4,3,4,5,5,1,1,1,1,1,NA,9,5
2273392,2020,2,2,90,4,204,7,13,NA,NA,4,4,1,3,3,4,2,2,3,5,2,3,6,6,3,1,1,3,1,NA,8,4
2382031,2020,1,1,89,3,238,8,13,NA,NA,3,4,2,3,2,1,3,3,3,4,2,4,6,6,4,4,2,3,3,NA,3,2
2382032,2020,2,2,91,11,238,8,5,2,1,3,3,2,4,3,2,4,NA,2,4,2,4,4,7,2,2,2,1,2,3,3,2
2382211,2020,1,1,86,7,242,7,6,NA,NA,2,2,2,2,2,2,2,2,3,5,2,3,6,6,1,1,1,1,1,NA,NA,NA
2383541,2020,2,1,92,6,950,7,5,3,1,3,2,2,3,3,3,3,2,NA,NA,2,3,4,1,2,2,2,1,3,1,5,3
3002181,2020,2,1,92,10,300,8,6,2,1,2,2,2,2,3,1,2,1,2,3,3,4,6,5,3,2,3,2,2,1,4,2
3010142,2020,1,1,91,10,900,2,8,2,1,2,1,1,1,1,1,2,1,2,5,2,5,6,6,1,3,1,1,2,2,5,3
3010192,2020,2,2,87,12,242,7,5,NA,NA,NA,2,2,3,3,NA,2,2,2,3,2,3,5,6,1,4,3,4,4,NA,NA,NA
3010392,2020,1,1,86,11,242,8,13,NA,NA,2,2,1,3,1,1,1,1,3,5,3,5,2,5,4,4,5,5,5,NA,10,5
3011081,2020,2,1,89,3,244,4,13,NA,NA,1,1,1,2,2,1,3,2,3,5,3,4,5,5,5,5,5,5,5,NA,9,5
3011082,2020,2,2,90,11,111,NA,5,2,3,4,3,2,3,2,4,2,1,3,5,2,4,4,4,4,4,4,4,4,4,2,1
3011181,2020,2,1,89,8,220,8,12,NA,NA,3,3,1,3,3,1,3,2,2,5,2,3,6,7,3,2,3,3,2,NA,9,5
3011182,2020,2,1,91,3,220,8,6,2,1,2,3,1,3,3,1,3,2,2,5,2,3,4,5,5,4,1,5,3,1,10,5
3011231,2020,2,1,89,2,220,8,13,NA,NA,4,3,1,4,4,1,2,1,4,4,3,4,5,5,5,4,2,4,2,NA,10,5
3011232,2020,2,2,92,1,220,8,8,2,1,4,3,1,3,3,4,3,3,2,5,2,5,5,4,3,2,4,4,3,3,NA,NA
3011411,2020,1,2,90,11,330,8,6,3,2,4,4,2,4,2,3,3,3,1,5,3,5,4,3,3,3,2,3,4,3,9,5
3012081,2020,1,2,90,10,300,2,6,2,1,4,3,3,3,3,4,4,NA,2,3,2,2,5,5,1,3,1,1,1,2,5,3
3013641,2020,1,1,89,5,300,4,12,NA,NA,NA,2,2,3,2,2,2,3,3,5,4,3,5,5,5,2,4,3,2,NA,10,5
3020185,2020,1,2,90,1,242,7,13,NA,NA,4,3,1,2,2,4,1,1,3,4,3,4,6,3,2,1,2,2,5,NA,9,5
3021031,2020,1,2,86,4,220,8,13,NA,NA,2,1,1,2,1,NA,3,2,3,4,2,3,3,4,2,2,2,1,2,NA,NA,NA
3021032,2020,2,1,87,11,220,8,8,NA,NA,2,2,2,2,2,2,2,2,3,5,3,5,4,5,3,2,3,3,3,NA,NA,NA
3021171,2020,1,1,87,1,241,2,12,NA,NA,2,2,1,2,1,1,2,1,3,3,3,2,6,7,3,1,1,1,2,NA,8,4
3021172,2020,1,2,87,1,241,9,12,NA,NA,4,4,1,4,4,4,2,1,2,5,1,4,6,5,3,2,4,3,4,NA,8,4
3021183,2020,2,2,85,4,220,7,10,NA,NA,2,3,1,4,3,2,3,2,3,3,3,2,4,3,3,3,4,5,4,NA,NA,NA
3021211,2020,2,2,91,7,326,8,5,3,2,4,3,2,3,3,3,2,2,4,5,4,4,6,5,1,2,1,2,2,3,3,2
3022201,2020,2,2,92,11,302,4,8,1,1,3,2,2,3,3,3,2,3,2,4,2,4,5,4,3,3,3,4,3,4,8,4
3023421,2020,1,1,91,6,302,2,8,2,1,4,3,3,4,3,4,3,3,3,5,3,4,4,6,5,1,1,4,1,2,9,5
3023422,2020,1,1,92,9,302,2,8,3,3,4,4,2,4,4,3,2,3,1,3,3,2,4,4,1,3,3,3,3,2,6,3
3031192,2020,2,2,86,11,231,7,13,NA,NA,3,3,1,1,1,2,3,1,2,5,3,2,6,6,3,3,2,2,3,NA,3,2
3031232,2020,1,2,85,5,100,7,12,NA,NA,2,1,1,1,1,1,1,2,2,5,2,1,4,4,2,2,1,2,2,NA,NA,NA
3031361,2020,1,2,87,8,235,8,5,NA,NA,2,2,2,3,1,1,1,2,3,4,3,4,3,2,5,5,2,5,3,NA,NA,NA
3031362,2020,2,2,89,11,235,8,13,NA,NA,4,3,3,3,3,3,3,2,1,4,1,2,4,4,1,3,1,3,3,NA,4,2
3031451,2020,1,2,89,2,235,7,12,NA,NA,2,2,3,3,3,NA,3,1,1,5,1,3,7,7,3,4,1,3,4,NA,6,3
3031452,2020,1,2,91,9,235,7,9,2,1,2,2,2,2,2,1,3,2,1,5,1,4,5,6,3,3,2,3,3,2,6,3
3041142,2020,1,1,88,4,235,7,12,NA,NA,2,3,2,2,2,2,3,3,2,4,2,4,6,6,2,2,3,3,2,NA,4,2
3041372,2020,2,2,88,3,235,7,12,NA,NA,4,4,1,3,1,3,4,2,2,4,2,4,6,5,1,3,1,1,3,NA,4,2
3041403,2020,3,1,89,2,235,7,8,NA,NA,3,2,2,3,3,2,2,2,6,NA,2,4,6,6,2,1,1,2,3,NA,NA,NA
3051221,2020,1,2,86,7,234,2,14,NA,NA,4,3,4,3,3,3,3,2,2,4,2,3,5,4,2,2,2,2,2,NA,6,3
3051222,2020,2,2,87,12,234,8,13,NA,NA,3,3,4,3,3,4,3,2,3,3,2,2,6,6,1,2,2,2,1,NA,5,3
3051223,2020,2,1,91,7,234,7,7,2,1,NA,4,2,3,4,2,2,NA,3,5,3,5,5,4,3,2,3,3,2,4,5,3
3051271,2020,1,1,90,7,402,8,13,NA,NA,2,1,3,3,2,1,2,2,2,5,2,5,3,3,2,2,2,2,2,NA,5,3
3060091,2020,1,2,85,8,235,6,8,NA,NA,4,4,3,2,1,3,3,3,3,5,3,2,4,5,4,2,2,3,4,NA,NA,NA
3060092,2020,2,1,86,6,235,4,8,NA,NA,3,2,1,3,1,2,3,3,2,4,4,3,5,6,2,4,3,2,4,NA,NA,NA
3061192,2020,2,1,85,5,235,7,4,NA,NA,2,2,1,2,1,1,2,1,2,5,2,3,5,5,2,2,4,5,5,NA,NA,NA
3061452,2020,3,2,85,8,242,NA,13,NA,NA,2,1,1,2,1,1,2,1,6,NA,3,3,6,5,4,4,3,3,3,NA,NA,NA
3061471,2020,3,2,89,11,242,7,13,NA,NA,2,2,1,3,3,2,1,1,3,5,3,5,5,5,3,4,3,3,4,NA,7,4
3061472,2020,3,1,92,10,242,7,5,2,1,NA,2,2,3,3,2,2,NA,1,3,1,3,5,5,1,1,2,2,2,4,4,2
3071132,2020,1,1,86,4,242,2,14,NA,NA,2,3,1,3,3,1,2,NA,3,4,3,4,6,7,4,4,2,4,5,NA,10,5
3071261,2020,2,2,85,10,99,7,13,NA,NA,3,3,2,2,2,2,2,2,2,3,2,3,6,6,3,3,3,4,3,NA,NA,NA
3071262,2020,2,2,87,1,99,7,13,NA,NA,4,4,1,2,2,3,3,2,3,5,3,3,5,6,5,5,5,5,4,NA,10,5
3071311,2020,1,2,86,11,242,7,13,NA,NA,2,3,2,2,3,3,2,2,3,4,2,3,5,4,4,4,3,4,3,NA,5,3
3071312,2020,1,2,88,4,116,7,13,NA,NA,3,3,3,3,1,3,2,2,3,2,2,2,5,6,2,5,4,4,4,NA,9,5
3071313,2020,2,1,89,8,99,7,5,NA,NA,1,1,1,2,1,2,1,2,3,4,2,4,6,5,3,2,1,2,2,NA,NA,NA
3160354,2020,3,1,87,10,320,4,13,NA,NA,2,3,2,3,3,2,2,3,4,5,2,5,5,5,4,3,4,3,3,NA,9,5
3202291,2020,1,1,87,12,320,2,13,NA,NA,3,2,1,3,3,2,2,2,2,4,2,3,5,5,1,1,1,1,1,NA,5,3
3202292,2020,1,1,92,2,320,4,5,1,1,3,3,3,3,3,3,3,3,2,3,2,3,6,5,2,2,2,1,2,3,3,2
3203281,2020,1,1,91,9,320,8,6,2,2,4,2,2,2,2,1,2,2,2,5,2,4,4,4,3,5,4,3,5,2,6,3
3203291,2020,1,1,89,8,320,8,6,NA,NA,2,2,2,2,2,2,2,2,2,5,2,5,5,6,4,5,5,2,2,NA,NA,NA
3372132,2020,2,1,92,2,337,4,8,NA,NA,2,2,1,1,1,1,1,1,3,5,NA,NA,4,4,1,1,1,1,1,NA,NA,NA
3372291,2020,1,1,88,9,333,7,13,NA,NA,2,1,1,2,2,1,1,2,3,5,2,4,6,6,3,2,3,2,2,NA,6,3
3372292,2020,1,2,90,3,241,8,9,1,1,2,2,1,2,1,2,2,2,3,4,3,3,4,5,3,2,2,2,2,2,4,2
3372321,2020,2,1,91,8,337,4,6,1,3,1,2,1,3,1,1,3,1,NA,NA,2,5,7,4,5,1,3,2,1,1,7,4
3372322,2020,2,2,92,2,337,4,6,2,2,4,3,1,2,3,1,1,1,3,5,2,4,5,5,1,1,1,3,1,3,7,4
3373201,2020,1,2,89,1,116,NA,12,NA,NA,4,3,2,2,1,4,4,2,1,NA,1,4,4,7,3,2,2,2,1,NA,NA,NA
3373202,2020,1,1,91,10,337,4,6,2,2,3,3,2,2,3,3,3,3,2,5,2,5,7,7,2,2,2,2,2,2,5,3
3373231,2020,2,1,91,9,337,4,5,2,1,3,4,2,3,1,1,3,3,2,5,2,5,6,6,1,1,3,3,4,1,10,5
4010051,2020,1,1,85,10,338,4,13,NA,NA,2,2,1,1,1,1,2,2,4,4,4,3,6,5,4,4,3,2,3,NA,NA,NA
4010102,2020,2,1,85,1,338,8,13,NA,NA,2,2,1,2,1,1,1,2,3,5,3,5,6,7,2,4,2,3,1,NA,NA,NA
4011081,2020,2,1,85,6,326,8,14,NA,NA,1,1,2,1,1,1,2,1,1,5,1,5,5,6,3,3,2,2,5,NA,8,4
4011182,2020,1,2,85,1,326,2,13,NA,NA,3,3,3,3,2,2,2,2,2,4,3,1,5,4,4,3,1,1,2,NA,NA,NA
4011211,2020,3,2,92,2,320,2,5,2,1,NA,2,2,4,3,2,1,2,1,5,1,2,4,5,1,3,2,3,4,3,4,2
4011223,2020,2,1,88,6,326,4,8,NA,NA,3,3,2,3,3,3,3,3,2,4,2,4,6,6,2,2,3,3,3,NA,NA,NA
4011252,2020,3,1,86,4,326,4,13,NA,NA,3,3,2,3,2,2,3,2,2,5,2,5,6,5,3,1,3,2,1,NA,NA,NA
4011362,2020,2,2,85,4,99,5,12,NA,NA,3,2,2,2,2,2,2,3,6,NA,NA,NA,6,5,1,2,1,2,3,NA,NA,NA
4011363,2020,2,2,87,5,326,4,12,NA,NA,2,1,1,2,1,2,1,1,1,2,1,2,5,6,5,4,5,4,4,NA,NA,NA
4021351,2020,2,2,88,4,330,2,12,NA,NA,2,2,1,1,1,1,2,2,2,5,2,2,6,6,1,1,1,1,1,NA,5,3
4021352,2020,2,1,90,10,330,4,6,2,1,4,3,2,3,2,1,3,2,3,3,3,3,6,7,3,4,4,4,5,1,10,5
4031081,2020,1,2,89,10,950,4,12,NA,NA,3,2,2,3,3,NA,2,3,2,3,2,3,7,7,2,3,2,3,2,NA,6,3
4031082,2020,1,2,91,5,950,4,5,3,1,3,3,2,3,3,4,3,3,2,3,2,2,6,7,4,4,4,3,3,1,3,2
4031183,2020,1,2,85,6,429,2,13,NA,NA,2,2,1,3,1,3,1,2,4,4,4,2,5,5,4,3,4,3,3,NA,NA,NA
4031262,2020,1,1,86,1,950,2,13,NA,NA,2,2,1,2,1,2,3,2,1,4,3,4,6,6,2,2,1,2,2,NA,6,3
4031411,2020,2,1,92,12,325,4,6,2,1,2,3,3,3,2,3,2,3,3,4,NA,NA,5,3,4,4,4,5,5,2,7,4
